dataset,outer_fold,role,method,level,strategy,window,groups,initial_n_min,initial_rank_all,online_n_min,online_rank_all
rico,0,outer_test,recentred_enbpi,0.995,static,,1,11492,True,11492,True
rico,1,inner0_selection,cqr,0.95,periodic,,38,8398,True,8398,True
rico,1,inner0_selection,cqr,0.95,rolling,200.0,38,8398,True,200,True
rico,1,inner0_selection,cqr,0.95,rolling,500.0,38,8398,True,500,True
rico,1,inner0_selection,cqr,0.95,static,,38,8398,True,8398,True
rico,1,inner0_selection,cqr,0.975,periodic,,38,8398,True,8398,True
rico,1,inner0_selection,cqr,0.975,rolling,200.0,38,8398,True,200,True
rico,1,inner0_selection,cqr,0.975,rolling,500.0,38,8398,True,500,True
rico,1,inner0_selection,cqr,0.975,static,,38,8398,True,8398,True
rico,1,inner0_selection,cqr,0.99,periodic,,38,8398,True,8398,True
rico,1,inner0_selection,cqr,0.99,rolling,200.0,38,8398,True,200,True
rico,1,inner0_selection,cqr,0.99,rolling,500.0,38,8398,True,500,True
rico,1,inner0_selection,cqr,0.99,static,,38,8398,True,8398,True
rico,1,inner0_selection,cqr,0.995,periodic,,38,8398,True,8398,True
rico,1,inner0_selection,cqr,0.995,rolling,200.0,38,8398,True,200,True
rico,1,inner0_selection,cqr,0.995,rolling,500.0,38,8398,True,500,True
rico,1,inner0_selection,cqr,0.995,static,,38,8398,True,8398,True
rico,1,inner0_selection,quantile_uncalibrated,0.95,static,,38,8398,True,8398,True
rico,1,inner0_selection,quantile_uncalibrated,0.975,static,,38,8398,True,8398,True
rico,1,inner0_selection,quantile_uncalibrated,0.99,static,,38,8398,True,8398,True
rico,1,inner0_selection,quantile_uncalibrated,0.995,static,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.95,native_updated,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.95,periodic,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.95,rolling,200.0,38,8398,True,200,True
rico,1,inner0_selection,recentred_enbpi,0.95,rolling,500.0,38,8398,True,500,True
rico,1,inner0_selection,recentred_enbpi,0.95,static,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.975,native_updated,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.975,periodic,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.975,rolling,200.0,38,8398,True,200,True
rico,1,inner0_selection,recentred_enbpi,0.975,rolling,500.0,38,8398,True,500,True
rico,1,inner0_selection,recentred_enbpi,0.975,static,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.99,native_updated,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.99,periodic,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.99,rolling,200.0,38,8398,True,200,True
rico,1,inner0_selection,recentred_enbpi,0.99,rolling,500.0,38,8398,True,500,True
rico,1,inner0_selection,recentred_enbpi,0.99,static,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.995,native_updated,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.995,periodic,,38,8398,True,8398,True
rico,1,inner0_selection,recentred_enbpi,0.995,rolling,200.0,38,8398,True,200,False
rico,1,inner0_selection,recentred_enbpi,0.995,rolling,500.0,38,8398,True,500,True
rico,1,inner0_selection,recentred_enbpi,0.995,static,,38,8398,True,8398,True
rico,1,inner1_selection,cqr,0.95,periodic,,39,8398,True,8398,True
rico,1,inner1_selection,cqr,0.95,rolling,200.0,39,8398,True,200,True
rico,1,inner1_selection,cqr,0.95,rolling,500.0,39,8398,True,500,True
rico,1,inner1_selection,cqr,0.95,static,,39,8398,True,8398,True
rico,1,inner1_selection,cqr,0.975,periodic,,39,8398,True,8398,True
rico,1,inner1_selection,cqr,0.975,rolling,200.0,39,8398,True,200,True
rico,1,inner1_selection,cqr,0.975,rolling,500.0,39,8398,True,500,True
rico,1,inner1_selection,cqr,0.975,static,,39,8398,True,8398,True
rico,1,inner1_selection,cqr,0.99,periodic,,39,8398,True,8398,True
rico,1,inner1_selection,cqr,0.99,rolling,200.0,39,8398,True,200,True
rico,1,inner1_selection,cqr,0.99,rolling,500.0,39,8398,True,500,True
rico,1,inner1_selection,cqr,0.99,static,,39,8398,True,8398,True
rico,1,inner1_selection,cqr,0.995,periodic,,39,8398,True,8398,True
rico,1,inner1_selection,cqr,0.995,rolling,200.0,39,8398,True,200,True
rico,1,inner1_selection,cqr,0.995,rolling,500.0,39,8398,True,500,True
rico,1,inner1_selection,cqr,0.995,static,,39,8398,True,8398,True
rico,1,inner1_selection,quantile_uncalibrated,0.95,static,,39,8398,True,8398,True
rico,1,inner1_selection,quantile_uncalibrated,0.975,static,,39,8398,True,8398,True
rico,1,inner1_selection,quantile_uncalibrated,0.99,static,,39,8398,True,8398,True
rico,1,inner1_selection,quantile_uncalibrated,0.995,static,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.95,native_updated,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.95,periodic,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.95,rolling,200.0,39,8398,True,200,True
rico,1,inner1_selection,recentred_enbpi,0.95,rolling,500.0,39,8398,True,500,True
rico,1,inner1_selection,recentred_enbpi,0.95,static,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.975,native_updated,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.975,periodic,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.975,rolling,200.0,39,8398,True,200,True
rico,1,inner1_selection,recentred_enbpi,0.975,rolling,500.0,39,8398,True,500,True
rico,1,inner1_selection,recentred_enbpi,0.975,static,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.99,native_updated,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.99,periodic,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.99,rolling,200.0,39,8398,True,200,True
rico,1,inner1_selection,recentred_enbpi,0.99,rolling,500.0,39,8398,True,500,True
rico,1,inner1_selection,recentred_enbpi,0.99,static,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.995,native_updated,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.995,periodic,,39,8398,True,8398,True
rico,1,inner1_selection,recentred_enbpi,0.995,rolling,200.0,39,8398,True,200,False
rico,1,inner1_selection,recentred_enbpi,0.995,rolling,500.0,39,8398,True,500,True
rico,1,inner1_selection,recentred_enbpi,0.995,static,,39,8398,True,8398,True
rico,1,outer_test,cqr,0.95,periodic,,1,11492,True,11492,True
rico,1,outer_test,cqr,0.95,rolling,200.0,1,11492,True,200,True
rico,1,outer_test,cqr,0.95,rolling,500.0,1,11492,True,500,True
rico,1,outer_test,cqr,0.95,static,,1,11492,True,11492,True
rico,1,outer_test,cqr,0.975,periodic,,1,11492,True,11492,True
rico,1,outer_test,cqr,0.975,rolling,200.0,1,11492,True,200,True
rico,1,outer_test,cqr,0.975,rolling,500.0,1,11492,True,500,True
rico,1,outer_test,cqr,0.975,static,,1,11492,True,11492,True
rico,1,outer_test,cqr,0.99,periodic,,1,11492,True,11492,True
rico,1,outer_test,cqr,0.99,rolling,200.0,1,11492,True,200,True
rico,1,outer_test,cqr,0.99,rolling,500.0,1,11492,True,500,True
rico,1,outer_test,cqr,0.99,static,,1,11492,True,11492,True
rico,1,outer_test,cqr,0.995,periodic,,1,11492,True,11492,True
rico,1,outer_test,cqr,0.995,rolling,200.0,1,11492,True,200,True
rico,1,outer_test,cqr,0.995,rolling,500.0,1,11492,True,500,True
rico,1,outer_test,cqr,0.995,static,,1,11492,True,11492,True
rico,1,outer_test,quantile_uncalibrated,0.95,static,,1,11492,True,11492,True
rico,1,outer_test,quantile_uncalibrated,0.975,static,,1,11492,True,11492,True
rico,1,outer_test,quantile_uncalibrated,0.99,static,,1,11492,True,11492,True
rico,1,outer_test,quantile_uncalibrated,0.995,static,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.95,native_updated,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.95,periodic,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.95,rolling,200.0,1,11492,True,200,True
rico,1,outer_test,recentred_enbpi,0.95,rolling,500.0,1,11492,True,500,True
rico,1,outer_test,recentred_enbpi,0.95,static,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.975,native_updated,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.975,periodic,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.975,rolling,200.0,1,11492,True,200,True
rico,1,outer_test,recentred_enbpi,0.975,rolling,500.0,1,11492,True,500,True
rico,1,outer_test,recentred_enbpi,0.975,static,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.99,native_updated,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.99,periodic,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.99,rolling,200.0,1,11492,True,200,True
rico,1,outer_test,recentred_enbpi,0.99,rolling,500.0,1,11492,True,500,True
rico,1,outer_test,recentred_enbpi,0.99,static,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.995,native_updated,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.995,periodic,,1,11492,True,11492,True
rico,1,outer_test,recentred_enbpi,0.995,rolling,200.0,1,11492,True,200,False
rico,1,outer_test,recentred_enbpi,0.995,rolling,500.0,1,11492,True,500,True
rico,1,outer_test,recentred_enbpi,0.995,static,,1,11492,True,11492,True
rico,2,inner0_selection,cqr,0.95,periodic,,38,8398,True,8398,True
rico,2,inner0_selection,cqr,0.95,rolling,200.0,38,8398,True,200,True
rico,2,inner0_selection,cqr,0.95,rolling,500.0,38,8398,True,500,True
rico,2,inner0_selection,cqr,0.95,static,,38,8398,True,8398,True
rico,2,inner0_selection,cqr,0.975,periodic,,38,8398,True,8398,True
rico,2,inner0_selection,cqr,0.975,rolling,200.0,38,8398,True,200,True
rico,2,inner0_selection,cqr,0.975,rolling,500.0,38,8398,True,500,True
rico,2,inner0_selection,cqr,0.975,static,,38,8398,True,8398,True
rico,2,inner0_selection,cqr,0.99,periodic,,38,8398,True,8398,True
rico,2,inner0_selection,cqr,0.99,rolling,200.0,38,8398,True,200,True
rico,2,inner0_selection,cqr,0.99,rolling,500.0,38,8398,True,500,True
rico,2,inner0_selection,cqr,0.99,static,,38,8398,True,8398,True
rico,2,inner0_selection,cqr,0.995,periodic,,38,8398,True,8398,True
rico,2,inner0_selection,cqr,0.995,rolling,200.0,38,8398,True,200,True
rico,2,inner0_selection,cqr,0.995,rolling,500.0,38,8398,True,500,True
rico,2,inner0_selection,cqr,0.995,static,,38,8398,True,8398,True
rico,2,inner0_selection,quantile_uncalibrated,0.95,static,,38,8398,True,8398,True
rico,2,inner0_selection,quantile_uncalibrated,0.975,static,,38,8398,True,8398,True
rico,2,inner0_selection,quantile_uncalibrated,0.99,static,,38,8398,True,8398,True
rico,2,inner0_selection,quantile_uncalibrated,0.995,static,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.95,native_updated,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.95,periodic,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.95,rolling,200.0,38,8398,True,200,True
rico,2,inner0_selection,recentred_enbpi,0.95,rolling,500.0,38,8398,True,500,True
rico,2,inner0_selection,recentred_enbpi,0.95,static,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.975,native_updated,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.975,periodic,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.975,rolling,200.0,38,8398,True,200,True
rico,2,inner0_selection,recentred_enbpi,0.975,rolling,500.0,38,8398,True,500,True
rico,2,inner0_selection,recentred_enbpi,0.975,static,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.99,native_updated,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.99,periodic,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.99,rolling,200.0,38,8398,True,200,True
rico,2,inner0_selection,recentred_enbpi,0.99,rolling,500.0,38,8398,True,500,True
rico,2,inner0_selection,recentred_enbpi,0.99,static,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.995,native_updated,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.995,periodic,,38,8398,True,8398,True
rico,2,inner0_selection,recentred_enbpi,0.995,rolling,200.0,38,8398,True,200,False
rico,2,inner0_selection,recentred_enbpi,0.995,rolling,500.0,38,8398,True,500,True
rico,2,inner0_selection,recentred_enbpi,0.995,static,,38,8398,True,8398,True
rico,2,inner1_selection,cqr,0.95,periodic,,39,8398,True,8398,True
rico,2,inner1_selection,cqr,0.95,rolling,200.0,39,8398,True,200,True
rico,2,inner1_selection,cqr,0.95,rolling,500.0,39,8398,True,500,True
rico,2,inner1_selection,cqr,0.95,static,,39,8398,True,8398,True
rico,2,inner1_selection,cqr,0.975,periodic,,39,8398,True,8398,True
rico,2,inner1_selection,cqr,0.975,rolling,200.0,39,8398,True,200,True
rico,2,inner1_selection,cqr,0.975,rolling,500.0,39,8398,True,500,True
rico,2,inner1_selection,cqr,0.975,static,,39,8398,True,8398,True
rico,2,inner1_selection,cqr,0.99,periodic,,39,8398,True,8398,True
rico,2,inner1_selection,cqr,0.99,rolling,200.0,39,8398,True,200,True
rico,2,inner1_selection,cqr,0.99,rolling,500.0,39,8398,True,500,True
rico,2,inner1_selection,cqr,0.99,static,,39,8398,True,8398,True
rico,2,inner1_selection,cqr,0.995,periodic,,39,8398,True,8398,True
rico,2,inner1_selection,cqr,0.995,rolling,200.0,39,8398,True,200,True
rico,2,inner1_selection,cqr,0.995,rolling,500.0,39,8398,True,500,True
rico,2,inner1_selection,cqr,0.995,static,,39,8398,True,8398,True
rico,2,inner1_selection,quantile_uncalibrated,0.95,static,,39,8398,True,8398,True
rico,2,inner1_selection,quantile_uncalibrated,0.975,static,,39,8398,True,8398,True
rico,2,inner1_selection,quantile_uncalibrated,0.99,static,,39,8398,True,8398,True
rico,2,inner1_selection,quantile_uncalibrated,0.995,static,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.95,native_updated,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.95,periodic,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.95,rolling,200.0,39,8398,True,200,True
rico,2,inner1_selection,recentred_enbpi,0.95,rolling,500.0,39,8398,True,500,True
rico,2,inner1_selection,recentred_enbpi,0.95,static,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.975,native_updated,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.975,periodic,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.975,rolling,200.0,39,8398,True,200,True
rico,2,inner1_selection,recentred_enbpi,0.975,rolling,500.0,39,8398,True,500,True
rico,2,inner1_selection,recentred_enbpi,0.975,static,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.99,native_updated,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.99,periodic,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.99,rolling,200.0,39,8398,True,200,True
rico,2,inner1_selection,recentred_enbpi,0.99,rolling,500.0,39,8398,True,500,True
rico,2,inner1_selection,recentred_enbpi,0.99,static,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.995,native_updated,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.995,periodic,,39,8398,True,8398,True
rico,2,inner1_selection,recentred_enbpi,0.995,rolling,200.0,39,8398,True,200,False
rico,2,inner1_selection,recentred_enbpi,0.995,rolling,500.0,39,8398,True,500,True
rico,2,inner1_selection,recentred_enbpi,0.995,static,,39,8398,True,8398,True
rico,2,outer_test,cqr,0.95,periodic,,1,11271,True,11271,True
rico,2,outer_test,cqr,0.95,rolling,200.0,1,11271,True,200,True
rico,2,outer_test,cqr,0.95,rolling,500.0,1,11271,True,500,True
rico,2,outer_test,cqr,0.95,static,,1,11271,True,11271,True
rico,2,outer_test,cqr,0.975,periodic,,1,11271,True,11271,True
rico,2,outer_test,cqr,0.975,rolling,200.0,1,11271,True,200,True
rico,2,outer_test,cqr,0.975,rolling,500.0,1,11271,True,500,True
rico,2,outer_test,cqr,0.975,static,,1,11271,True,11271,True
rico,2,outer_test,cqr,0.99,periodic,,1,11271,True,11271,True
rico,2,outer_test,cqr,0.99,rolling,200.0,1,11271,True,200,True
rico,2,outer_test,cqr,0.99,rolling,500.0,1,11271,True,500,True
rico,2,outer_test,cqr,0.99,static,,1,11271,True,11271,True
rico,2,outer_test,cqr,0.995,periodic,,1,11271,True,11271,True
rico,2,outer_test,cqr,0.995,rolling,200.0,1,11271,True,200,True
rico,2,outer_test,cqr,0.995,rolling,500.0,1,11271,True,500,True
rico,2,outer_test,cqr,0.995,static,,1,11271,True,11271,True
rico,2,outer_test,quantile_uncalibrated,0.95,static,,1,11271,True,11271,True
rico,2,outer_test,quantile_uncalibrated,0.975,static,,1,11271,True,11271,True
rico,2,outer_test,quantile_uncalibrated,0.99,static,,1,11271,True,11271,True
rico,2,outer_test,quantile_uncalibrated,0.995,static,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.95,native_updated,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.95,periodic,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.95,rolling,200.0,1,11271,True,200,True
rico,2,outer_test,recentred_enbpi,0.95,rolling,500.0,1,11271,True,500,True
rico,2,outer_test,recentred_enbpi,0.95,static,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.975,native_updated,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.975,periodic,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.975,rolling,200.0,1,11271,True,200,True
rico,2,outer_test,recentred_enbpi,0.975,rolling,500.0,1,11271,True,500,True
rico,2,outer_test,recentred_enbpi,0.975,static,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.99,native_updated,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.99,periodic,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.99,rolling,200.0,1,11271,True,200,True
rico,2,outer_test,recentred_enbpi,0.99,rolling,500.0,1,11271,True,500,True
rico,2,outer_test,recentred_enbpi,0.99,static,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.995,native_updated,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.995,periodic,,1,11271,True,11271,True
rico,2,outer_test,recentred_enbpi,0.995,rolling,200.0,1,11271,True,200,False
rico,2,outer_test,recentred_enbpi,0.995,rolling,500.0,1,11271,True,500,True
rico,2,outer_test,recentred_enbpi,0.995,static,,1,11271,True,11271,True
