dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,new_batch_unit,model,n_fit,n_calibration,n_test,mae,rmse,selected_candidate,final_epochs,estimator_class,tuning_seconds,final_fit_seconds,calibration_seconds,inference_seconds,inference_rows_per_second,model_phase_seconds,process_cpu_seconds,cpu_measurement_status,coverage90,mpiw90,winkler90,rank90,q90,coverage_deviation90,coverage95,mpiw95,winkler95,rank95,q95,coverage_deviation95,signed_coverage_deviation90,absolute_coverage_deviation90,signed_coverage_deviation95,absolute_coverage_deviation95,deterministic_baseline_alias
pleia,3,0,42,degrees C,30,smart_building_conformal/outputs/model_comparison_pilot_v1/runs/pilot_v1_20260913,965ff02d8cb67183210632bfbc3a2251c430a2b027b8b44d87df356fd19e3d71,af29d2340427f043c605f777e54389bc86ccbb44c9630aba57964536d0845ce3,False,xgboost,29715,9906,9907,0.5612760152419208,0.7298684172914721,0,,xgboost.sklearn.XGBRegressor,4.189542000000074,1.2421013999992283,0.10141920000023674,0.10132490000250982,97774.58452714588,5.634387500002049,,not recorded per model in original temperature pilot; wall phases retained,0.765721207227213,1.5938430786132753,3.4326886047012195,8917,0.7969215393066378,-0.13427879277278698,0.8802866659937418,2.0759643554687486,4.1207628417426605,9412,1.0379821777343743,-0.06971333400625812,-0.13427879277278698,0.13427879277278698,-0.06971333400625812,0.06971333400625812,False
pleia,3,0,42,degrees C,30,smart_building_conformal/outputs/model_comparison_pilot_v1/runs/pilot_v1_20260913,965ff02d8cb67183210632bfbc3a2251c430a2b027b8b44d87df356fd19e3d71,af29d2340427f043c605f777e54389bc86ccbb44c9630aba57964536d0845ce3,False,attention_lstm,29715,9906,9907,0.6531397834824808,0.8792127260205383,0,14.0,src.attention_lstm.AttentionLSTM,241.38085390000003,68.47716389999994,0.5106491000000233,0.5225679000000127,18958.301878090406,310.8912348,,not recorded per model in original temperature pilot; wall phases retained,0.8210356313717574,2.101978302001953,4.057245998242025,8917,1.0509891510009766,-0.07896436862824263,0.8970424952054104,2.6310157775878906,5.088480114130626,9412,1.3155078887939453,-0.052957504794589605,-0.07896436862824263,0.07896436862824263,-0.052957504794589605,0.052957504794589605,False
pleia,6,0,42,degrees C,60,smart_building_conformal/outputs/model_comparison_pilot_v1/runs/pilot_v1_20260913,965ff02d8cb67183210632bfbc3a2251c430a2b027b8b44d87df356fd19e3d71,af29d2340427f043c605f777e54389bc86ccbb44c9630aba57964536d0845ce3,False,persistence,29710,9904,9907,0.5481174926819421,0.8776005350395164,0,,src.pilot_forecasters.Persistence,0.0,0.00041840000005777256,0.005260300000031748,0.004077300000062678,2429794.226534154,0.009756000000152198,,not recorded per model in original temperature pilot; wall phases retained,0.8939133945694964,2.3999999999999986,4.21992530533966,8915,1.1999999999999993,-0.0060866054305036554,0.9402442717270617,3.1999999999999957,5.547431109316643,9410,1.5999999999999979,-0.009755728272938247,-0.0060866054305036554,0.0060866054305036554,-0.009755728272938247,0.009755728272938247,True
pleia,6,0,42,degrees C,60,smart_building_conformal/outputs/model_comparison_pilot_v1/runs/pilot_v1_20260913,965ff02d8cb67183210632bfbc3a2251c430a2b027b8b44d87df356fd19e3d71,af29d2340427f043c605f777e54389bc86ccbb44c9630aba57964536d0845ce3,False,xgboost,29710,9904,9907,0.758970369165909,0.9858096215899382,0,,xgboost.sklearn.XGBRegressor,4.982808100000057,1.3295131999999512,0.10940660000005664,0.10729560000004312,92333.70240714455,6.529023500000108,,not recorded per model in original temperature pilot; wall phases retained,0.7753103865953366,2.269615936279294,4.437111560624776,8915,1.134807968139647,-0.12468961340466345,0.8819016856767942,2.7935714721679688,5.371068596178097,9410,1.3967857360839844,-0.06809831432320579,-0.12468961340466345,0.12468961340466345,-0.06809831432320579,0.06809831432320579,False
pleia,6,0,42,degrees C,60,smart_building_conformal/outputs/model_comparison_pilot_v1/runs/pilot_v1_20260913,965ff02d8cb67183210632bfbc3a2251c430a2b027b8b44d87df356fd19e3d71,af29d2340427f043c605f777e54389bc86ccbb44c9630aba57964536d0845ce3,False,attention_lstm,29710,9904,9907,1.246394193931727,1.5676521183221808,1,11.0,src.attention_lstm.AttentionLSTM,164.95222739999997,51.45261340000002,0.388137699999902,0.4450994000000037,22257.949572612135,217.2380778999999,,not recorded per model in original temperature pilot; wall phases retained,0.7191884526092662,3.29086532592774,7.819547741644378,8915,1.64543266296387,-0.1808115473907338,0.8073079640658121,3.9118721008300814,10.048865994197067,9410,1.9559360504150405,-0.1426920359341879,-0.1808115473907338,0.1808115473907338,-0.1426920359341879,0.1426920359341879,False
pleia_energy,1,0,42,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f0_s42_v1,7335d436f6e4f8c2144de372e8817d036bae216426c157f5bbdc1eb921927955,4e6c91f9f835e0f37ebf21e4de23c4f65c9911d42d933912d0ce4fbf7500a4c3,False,persistence,29719,9907,9909,0.14425096503178927,3.4973458927613192,0,,src.pilot_forecasters.Persistence,0.0,0.0006204000019351952,0.0052474000040092506,0.004110900001251139,2410421.0749432556,0.009978700007195584,0.015625,measured,0.9570087798970632,1.015625,2.194871770612574,8918,0.5078125,0.05700877989706321,0.9754768392370572,1.234375,3.452844320819455,9413,0.6171875,0.025476839237057236,0.05700877989706321,0.05700877989706321,0.025476839237057236,0.025476839237057236,True
pleia_energy,1,0,42,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f0_s42_v1,7335d436f6e4f8c2144de372e8817d036bae216426c157f5bbdc1eb921927955,4e6c91f9f835e0f37ebf21e4de23c4f65c9911d42d933912d0ce4fbf7500a4c3,False,xgboost,29719,9907,9909,0.10136274642733323,2.474090309353983,0,,xgboost.sklearn.XGBRegressor,4.558729800002766,1.1863407000055304,0.09049660000164295,0.09121669999876758,108631.4238525827,5.926783800008707,5.78125,measured,0.9597335755373902,0.7051993012428284,1.3825880121524283,8918,0.3525996506214142,0.05973357553739023,0.9789080633767282,0.9261906147003174,2.149957266467672,9413,0.4630953073501587,0.028908063376728244,0.05973357553739023,0.05973357553739023,0.028908063376728244,0.028908063376728244,False
pleia_energy,1,0,42,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f0_s42_v1,7335d436f6e4f8c2144de372e8817d036bae216426c157f5bbdc1eb921927955,4e6c91f9f835e0f37ebf21e4de23c4f65c9911d42d933912d0ce4fbf7500a4c3,False,attention_lstm,29719,9907,9909,0.10133807272401704,2.475524998093707,0,12.0,src.attention_lstm.AttentionLSTM,356.4512029000034,63.156503000005614,0.40559380000195233,0.5865965000048163,16892.3612737523,420.5998962000158,394.53125,measured,0.9616510243213241,0.7234830856323242,1.383633936681015,8918,0.3617415428161621,0.06165102432132408,0.9819356140882026,0.9758375883102417,2.1609889997316176,9413,0.48791879415512085,0.03193561408820267,0.06165102432132408,0.06165102432132408,0.03193561408820267,0.03193561408820267,False
pleia_energy,1,2,42,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7c23adb6f9815cd9e08f59c1ae4d7cf37f0cc5eb3a25efede0b901b902eb75bd,False,persistence,14858,4953,9907,0.12760863530836783,0.24188010063684087,0,,src.pilot_forecasters.Persistence,0.0,0.00038930000300752,0.0039366999990306795,0.0035684000031324103,2776314.312101627,0.00789440000517061,0.015625,measured,0.5603108912889876,0.078125,2.097025777228223,4459,0.0390625,-0.33968910871101243,0.6428787725850409,0.125,3.783587362470977,4707,0.0625,-0.30712122741495906,-0.33968910871101243,0.33968910871101243,-0.30712122741495906,0.30712122741495906,True
pleia_energy,1,2,42,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7c23adb6f9815cd9e08f59c1ae4d7cf37f0cc5eb3a25efede0b901b902eb75bd,False,xgboost,14858,4953,9907,0.12377272844555232,0.21441656372173365,0,,xgboost.sklearn.XGBRegressor,2.9368235000001732,0.6655583000028855,0.04806010000174865,0.09245499999815365,107154.83208261148,3.742896900002961,3.5,measured,0.6688200262440699,0.2122400999069214,1.5212555512646029,4459,0.1061200499534607,-0.23117997375593013,0.802866659937418,0.4104323983192444,2.0013129589078003,4707,0.2052161991596222,-0.14713334006258194,-0.23117997375593013,0.23117997375593013,-0.14713334006258194,0.14713334006258194,False
pleia_energy,1,2,42,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7c23adb6f9815cd9e08f59c1ae4d7cf37f0cc5eb3a25efede0b901b902eb75bd,False,attention_lstm,14858,4953,9907,0.12046819212964437,0.22024027508302332,0,7.0,src.attention_lstm.AttentionLSTM,77.31889980000415,14.578470799999195,0.1863630000007106,0.3778682000047411,26218.136376323007,92.4616018000088,89.890625,measured,0.5419400423942666,0.10988640785217285,1.7599119923965982,4459,0.054943203926086426,-0.3580599576057334,0.6031089128898759,0.14232784509658813,3.167092771111166,4707,0.07116392254829407,-0.34689108711012406,-0.3580599576057334,0.3580599576057334,-0.34689108711012406,0.34689108711012406,False
pleia_energy,3,2,42,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,45c20ac2ea3ebec21844295e8ee7adc51484f1134040e1864ee0068833924297,False,persistence,14855,4952,9907,0.13126135560714647,0.257541502923049,0,,src.pilot_forecasters.Persistence,0.0,0.0005610000007436611,0.003707399999257177,0.004190100000414532,2364382.711395883,0.00845850000041537,0.0,measured,0.5711113354194004,0.078125,2.1860568915918046,4458,0.0390625,-0.3288886645805996,0.6392449782981731,0.125,3.9634475623296628,4706,0.0625,-0.3107550217018269,-0.3288886645805996,0.3288886645805996,-0.3107550217018269,0.3107550217018269,True
pleia_energy,3,2,42,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,45c20ac2ea3ebec21844295e8ee7adc51484f1134040e1864ee0068833924297,False,xgboost,14855,4952,9907,0.1194715031413368,0.22614617294253928,0,,xgboost.sklearn.XGBRegressor,2.8498349000001326,0.655691800006025,0.045407899997371715,0.09316620000026887,106336.84748300788,3.644100800003798,3.578125,measured,0.6820429998990613,0.19844549894332886,1.553191707195494,4458,0.09922274947166443,-0.21795700010093877,0.7359442818209347,0.2602016031742096,2.6116582523522616,4706,0.1301008015871048,-0.2140557181790652,-0.21795700010093877,0.21795700010093877,-0.2140557181790652,0.2140557181790652,False
pleia_energy,3,2,42,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,45c20ac2ea3ebec21844295e8ee7adc51484f1134040e1864ee0068833924297,False,attention_lstm,14855,4952,9907,0.12752749631524482,0.2402362233179673,0,7.0,src.attention_lstm.AttentionLSTM,61.08946960000321,14.463546699997096,0.18376969999371795,0.3676936000047135,26943.629151752983,76.10447959999874,73.84375,measured,0.5655597052589079,0.13233381509780884,1.787407805721828,4458,0.06616690754890442,-0.33444029474109216,0.6591299081457556,0.1859319806098938,3.0860990094370835,4706,0.0929659903049469,-0.2908700918542444,-0.33444029474109216,0.33444029474109216,-0.2908700918542444,0.2908700918542444,False
pleia_energy,6,2,42,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,2209e00bc338132a6a2a2933be0893ff9f893cbddb45082541941604ab05632b,False,persistence,14850,4951,9907,0.12998936988997678,0.25754481604675455,0,,src.pilot_forecasters.Persistence,0.0,0.0005238000012468547,0.0027391000039642677,0.004077700003108475,2429555.875235497,0.007340600008319598,0.0,measured,0.5607146462097506,0.078125,2.156516541334411,4457,0.0390625,-0.3392853537902494,0.6406581205208438,0.125,3.899036035126675,4705,0.0625,-0.30934187947915615,-0.3392853537902494,0.3392853537902494,-0.30934187947915615,0.30934187947915615,True
pleia_energy,6,2,42,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,2209e00bc338132a6a2a2933be0893ff9f893cbddb45082541941604ab05632b,False,xgboost,14850,4951,9907,0.1287675866078985,0.2461221827631574,0,,xgboost.sklearn.XGBRegressor,2.9332208999985596,0.6629197999936878,0.05039050000050338,0.09787130000040634,101224.77171508776,3.744402499993157,3.703125,measured,0.6169375189260119,0.14787453413009644,1.813980611755074,4457,0.07393726706504822,-0.2830624810739881,0.6847683456142122,0.2103307843208313,3.108883889120713,4705,0.10516539216041565,-0.2652316543857878,-0.2830624810739881,0.2830624810739881,-0.2652316543857878,0.2652316543857878,False
pleia_energy,6,2,42,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,2209e00bc338132a6a2a2933be0893ff9f893cbddb45082541941604ab05632b,False,attention_lstm,14850,4951,9907,0.1568325963892224,0.26239633956243075,0,5.0,src.attention_lstm.AttentionLSTM,49.06831029999739,10.397435900005803,0.19307669999398058,0.41387530000065453,23937.16174892373,60.07269819999783,58.953125,measured,0.5880690420914505,0.20918864011764526,1.774322251041638,4457,0.10459432005882263,-0.3119309579085495,0.6448975471888564,0.23959028720855713,3.1375937770495206,4705,0.11979514360427856,-0.30510245281114357,-0.3119309579085495,0.3119309579085495,-0.30510245281114357,0.30510245281114357,False
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,False,persistence,12322,4242,8282,0.20938179183772038,0.33076021266260025,0,,src.pilot_forecasters.Persistence,0.0,0.0008008000004338101,0.002819699999236036,0.004285000002710149,1932788.7969105847,0.007905500002379995,0.015625,measured,0.9153586090316349,1.0,1.658295097802463,3819,0.5,0.015358609031634884,0.9629316590195605,1.6000000000000014,2.1462448683892776,4031,0.8000000000000007,0.012931659019560504,0.015358609031634884,0.015358609031634884,0.012931659019560504,0.012931659019560504,True
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,False,xgboost,12322,4242,8282,0.4244604439586869,0.6166621338996906,1,,xgboost.sklearn.XGBRegressor,3.4355953999984195,1.7844410999969114,0.08020929999474902,0.15021739999792771,55133.42662111215,5.4504631999880075,5.3125,measured,0.6016662641873943,0.7542602539062528,4.460707377120791,3819,0.3771301269531264,-0.2983337358126057,0.8117604443371167,1.5278099060058565,4.6402000202472875,4031,0.7639049530029283,-0.13823955566288326,-0.2983337358126057,0.2983337358126057,-0.13823955566288326,0.13823955566288326,False
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,False,attention_lstm,12322,4242,8282,2.382613208966968,2.86615015691731,1,16.0,src.attention_lstm.AttentionLSTM,95.37711919999856,29.80647339999996,0.19235240000125486,0.37402429999929154,22142.946327326026,125.74996929999907,123.171875,measured,0.15225790871770103,1.386624908447267,36.229294898653336,3819,0.6933124542236335,-0.747742091282299,0.17797633421878772,1.5523620605468764,68.46653170554534,4031,0.7761810302734382,-0.7720236657812123,-0.747742091282299,0.747742091282299,-0.7720236657812123,0.7720236657812123,False
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,False,persistence,11407,3927,7667,0.38969610016955786,0.5994280130858491,0,,src.pilot_forecasters.Persistence,0.0,0.0005384999967645854,0.0028848000001744367,0.004305299997213297,1780828.2825732562,0.007728599994152319,0.015625,measured,0.921612103821573,2.0,3.0014347202295553,3536,1.0,0.02161210382157297,0.9641319942611191,3.0,3.8623972870744745,3732,1.5,0.014131994261119107,0.02161210382157297,0.02161210382157297,0.014131994261119107,0.014131994261119107,True
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,False,xgboost,11407,3927,7667,0.6456994589201953,0.9054184288208361,1,,xgboost.sklearn.XGBRegressor,3.2230259999996633,1.2021987000043737,0.07050300000264542,0.13492669999686768,56823.4456203108,4.63065440000355,4.53125,measured,0.6884048519629581,1.4331306457519517,5.652209475940068,3536,0.7165653228759759,-0.21159514803704194,0.8494848050084779,2.4165054321289006,6.751449154482784,3732,1.2082527160644503,-0.10051519499152206,-0.21159514803704194,0.21159514803704194,-0.10051519499152206,0.10051519499152206,False
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,False,attention_lstm,11407,3927,7667,2.647748233262293,3.094275563720874,0,18.0,src.attention_lstm.AttentionLSTM,66.42844630000036,30.212644800005364,0.17561690000002272,0.3270182999985991,23445.171111319592,97.14372630000435,94.609375,measured,0.11595148037041868,1.470456695556642,40.72088509894605,3536,0.735228347778321,-0.7840485196295813,0.1357767053606365,1.8360275268554744,73.92563312073257,3732,0.9180137634277372,-0.8142232946393635,-0.7840485196295813,0.7840485196295813,-0.8142232946393635,0.8142232946393635,False
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,False,persistence,9577,3297,6437,0.7156750038837967,1.041377894828978,0,,src.pilot_forecasters.Persistence,0.0,0.0003800000049523078,0.0034566000031190924,0.003409799996006768,1887794.0077243238,0.007246400004078168,0.015625,measured,0.924188286468852,3.6000000000000014,5.100388379679974,2969,1.8000000000000007,0.02418828646885196,0.9608513282585055,5.0,6.397545440422556,3134,2.5,0.010851328258505544,0.02418828646885196,0.02418828646885196,0.010851328258505544,0.010851328258505544,True
